YEAR,DIVISION_ID,DIVISION,NPA,LOCATION,PLACE_TYPE,PLACE_DETAIL,NIBRS,STATUS,MONTH
2021,17,Independence,248,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,08
2021,27,Freedom,140,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,Open,08
2021,11,North,160,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,11,North,150,Indoors,Residential,Private Residence,Aggravated Assault,Open,08
2021,06,Eastway,314,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,12,Hickory Grove,168,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,08
2021,07,North Tryon,21,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,11,North,125,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,27,Freedom,34,Indoors,Retail,Grocery Store/Supermarket,Burglary/B&E,Closed,08
2021,02,Metro,85,Indoors,Residential,Private Residence,Simple Assault,Open,08
2021,14,University City,331,Indoors,Commercial Place,Other - Commercial Place,Shoplifting,Open,08
2021,06,Eastway,389,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,02,Metro,374,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,11,North,160,Indoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,08
2021,07,North Tryon,371,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,12,Hickory Grove,325,Indoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,14,University City,66,Parking Lot,Retail,Department Store,All Other Offenses,Open,08
2021,21,Steele Creek,45,Parking Lot,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,21,Steele Creek,45,Outdoors,Open Area,Other - Open Area,Missing Person,Open,08
2021,27,Freedom,348,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,08
2021,17,Independence,16,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,08
2021,11,North,278,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,26,Westover,393,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,08
2021,07,North Tryon,100,Indoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,21,Steele Creek,92,Parking Lot,Commercial Place,Other - Commercial Place,All Other Offenses,Open,08
2021,14,University City,329,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,27,Freedom,330,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,01,Central,3,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,11,North,238,Indoors,Residential,Private Residence,Simple Assault,Open,08
2021,17,Independence,16,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,22,South,303,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,12,Hickory Grove,360,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,14,University City,331,Parking Lot,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,08
2021,22,South,368,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,08
2021,07,North Tryon,138,Outdoors,Residential,Private Residence,Simple Assault,Open,08
2021,21,Steele Creek,256,Indoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,17,Independence,272,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Open,08
2021,11,North,72,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,71,Indoors,Residential,Private Residence,Aggravated Assault,Open,08
2021,17,Independence,270,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,08
2021,01,Central,342,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,27,Freedom,387,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,17,Independence,16,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,21,Steele Creek,68,Parking Lot,Commercial Place,Other - Commercial Place,All Other Offenses,Open,08
2021,12,Hickory Grove,323,Indoors,Retail,Department Store,Shoplifting,Closed,08
2021,21,Steele Creek,267,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,08
2021,02,Metro,123,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,12,Hickory Grove,98,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,08
2021,27,Freedom,140,Indoors,Retail,Gas Station,Shoplifting,Open,08
2021,17,Independence,135,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,08
2021,22,South,379,Indoors,Retail,Other - Retail,All Other Thefts,Closed,08
2021,01,Central,342,Parking Deck,Commercial Place,Hotel/Motel,All Other Offenses,Open,08
2021,26,Westover,306,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,08
2021,16,Providence,364,Outdoors,Retail,Other - Retail,Burglary/B&E,Open,08
2021,16,Providence,3,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,22,South,115,Indoors,Residential,Private Residence,Aggravated Assault,Closed,08
2021,17,Independence,186,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Closed,08
2021,06,Eastway,164,Other,Residential,Apartment/Duplex Private Res,Missing Person,Closed,08
2021,06,Eastway,10,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,14,University City,46,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,06,Eastway,10,Outdoors,Residential,Apartment/Duplex Private Res,Intimidation,Closed,08
2021,06,Eastway,389,Indoors,Residential,Private Residence,Missing Person,Closed,08
2021,01,Central,384,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,Open,08
2021,16,Providence,210,Parking Lot,Retail,Grocery Store/Supermarket,All Other Offenses,Open,08
2021,26,Westover,393,Parking Deck,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,01,Central,341,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,08
2021,02,Metro,347,Indoors,Residential,Private Residence,All Other Thefts,Open,08
2021,14,University City,231,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,08
2021,06,Eastway,2,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,08
2021,11,North,237,Indoors,Residential,Private Residence,Burglary/B&E,Closed,08
2021,27,Freedom,385,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,08
2021,16,Providence,184,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,21,Steele Creek,212,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,08
2021,02,Metro,361,Indoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,07,North Tryon,371,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,17,Independence,57,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,116,Indoors,Commercial Place,Other - Commercial Place,All Other Offenses,Closed,08
2021,14,University City,66,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,08
2021,26,Westover,381,Parking Lot,Open Area,Street/Highway,Simple Assault,Closed,08
2021,14,University City,259,Outdoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,17,Independence,287,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Closed,08
2021,28,Airport,122,Other,Commercial Place,Other - Commercial Place,All Other Offenses,Closed,08
2021,27,Freedom,330,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,11,North,376,Indoors,Residential,Private Residence,Drug/Narcotic Violations,Closed,08
2021,27,Freedom,330,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,12,Hickory Grove,147,Parking Lot,Open Area,Street/Highway,All Other Thefts,Open,08
2021,14,University City,336,Indoors,Residential,Private Residence,Simple Assault,Open,08
2021,07,North Tryon,21,Outdoors,Open Area,Other - Open Area,All Other Offenses,Closed,08
2021,26,Westover,362,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,14,University City,234,Outdoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,22,South,172,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,08
2021,11,North,281,Parking Lot,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,12,Hickory Grove,127,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,02,Metro,374,Indoors,Retail,Convenience Store,Shoplifting,Open,08
2021,07,North Tryon,17,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,11,North,207,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,01,Central,3,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,06,Eastway,86,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,08
2021,02,Metro,88,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,14,University City,234,Other,Residential,Apartment/Duplex Private Res,Intimidation,Closed,08
2021,11,North,125,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,07,North Tryon,21,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Closed,08
2021,02,Metro,88,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,01,Central,3,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,02,Metro,374,Parking Lot,Retail,Gas Station,Drug/Narcotic Violations,Closed,08
2021,06,Eastway,343,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,22,South,302,Outdoors,Residential,Private Residence,Aggravated Assault,Open,08
2021,02,Metro,157,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,11,North,238,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,11,North,238,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,26,Westover,383,Indoors,Retail,Other - Retail,Intimidation,Open,08
2021,06,Eastway,164,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,07,North Tryon,138,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,26,Westover,106,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,02,Metro,182,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,26,Westover,393,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,02,Metro,382,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,08
2021,26,Westover,362,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,08
2021,02,Metro,369,Indoors,Retail,Gas Station,Aggravated Assault,Open,08
2021,02,Metro,374,Indoors,Commercial Place,Other - Commercial Place,Aggravated Assault,Open,08
2021,12,Hickory Grove,50,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Motor Vehicle Theft,Open,08
2021,14,University City,66,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Closed,08
2021,22,South,335,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,11,North,72,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,14,University City,331,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Damage/Vandalism Of Property,Open,08
2021,21,Steele Creek,212,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,11,North,207,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,01,Central,3,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,97,Indoors,Residential,Private Residence,All Other Offenses,Open,08
2021,22,South,172,Outdoors,Open Area,Street/Highway,Simple Assault,Open,08
2021,07,North Tryon,234,Outdoors,Commercial Place,Hotel/Motel,Drug/Narcotic Violations,Closed,08
2021,17,Independence,287,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,07,North Tryon,371,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,Open,08
2021,11,North,72,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,17,Independence,272,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,26,Westover,321,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,22,South,380,Outdoors,Open Area,Other - Open Area,Damage/Vandalism Of Property,Open,08
2021,21,Steele Creek,96,Indoors,Retail,Grocery Store/Supermarket,All Other Thefts,Open,08
2021,06,Eastway,367,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,08
2021,11,North,112,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,06,Eastway,378,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Open,08
2021,02,Metro,361,Outdoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,11,North,160,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,11,North,38,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,21,Steele Creek,53,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,08
2021,02,Metro,124,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Burglary/B&E,Closed,08
2021,27,Freedom,124,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,07,North Tryon,371,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,08
2021,27,Freedom,140,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,02,Metro,85,Outdoors,Residential,Private Residence,Aggravated Assault,Open,08
2021,12,Hickory Grove,316,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Offenses,Open,08
2021,06,Eastway,315,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,08
2021,14,University City,254,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,Closed,08
2021,14,University City,219,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,11,North,110,Other,Open Area,Street/Highway,All Other Offenses,Open,08
2021,06,Eastway,10,Parking Lot,Retail,Gas Station,Damage/Vandalism Of Property,Open,08
2021,26,Westover,121,Indoors,Retail,Convenience Store,Shoplifting,Open,08
2021,14,University City,195,Other,Residential,Private Residence,All Other Offenses,Open,08
2021,27,Freedom,35,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Closed,08
2021,26,Westover,106,Outdoors,Commercial Place,Other - Commercial Place,Drug/Narcotic Violations,Closed,08
2021,11,North,238,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,11,North,125,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Drug/Narcotic Violations,Closed,08
2021,14,University City,153,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,17,Independence,107,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,08
2021,22,South,352,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,11,North,345,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,21,Steele Creek,45,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,22,South,257,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Closed,08
2021,11,North,260,Parking Lot,Residential,Private Residence,Simple Assault,Open,08
2021,17,Independence,161,Parking Lot,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,12,Hickory Grove,166,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,16,Providence,366,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,07,North Tryon,223,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,08
2021,14,University City,331,Indoors,Retail,Convenience Store,Shoplifting,Open,08
2021,22,South,172,Outdoors,Retail,Grocery Store/Supermarket,All Other Thefts,Open,08
2021,11,North,49,Indoors,Residential,Private Residence,Intimidation,Closed,08
2021,27,Freedom,385,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,08
2021,27,Freedom,83,Indoors,Residential,Private Residence,Burglary/B&E,Closed,08
2021,27,Freedom,173,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,11,North,281,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Closed,08
2021,06,Eastway,22,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,26,Westover,317,Outdoors,Open Area,Other - Open Area,Intimidation,Open,08
2021,14,University City,80,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,14,University City,218,Parking Lot,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,11,North,72,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,02,Metro,374,Outdoors,Residential,Private Residence,Burglary/B&E,Closed,08
2021,26,Westover,381,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,08
2021,16,Providence,370,Parking Lot,Retail,Department Store,Other Unlisted Non-Criminal,Open,08
2021,14,University City,331,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,01,Central,338,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Open,08
2021,22,South,284,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Damage/Vandalism Of Property,Open,08
2021,07,North Tryon,249,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,08
2021,16,Providence,3,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Open,08
2021,07,North Tryon,371,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,17,Independence,245,Outdoors,Commercial Place,Other - Commercial Place,All Other Offenses,Closed,08
2021,02,Metro,6,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,01,Central,3,Parking Deck,Open Area,Other - Open Area,Motor Vehicle Theft,Closed,08
2021,21,Steele Creek,285,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Open,08
2021,01,Central,3,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,08
2021,27,Freedom,286,Indoors,Residential,Private Residence,Intimidation,Closed,08
2021,22,South,444,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,08
2021,17,Independence,16,Parking Lot,Retail,Convenience Store,All Other Offenses,Open,08
2021,27,Freedom,73,Indoors,Retail,Gas Station,Shoplifting,Open,08
2021,17,Independence,16,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,08
2021,11,North,211,Outdoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,21,Steele Creek,116,Outdoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,08
2021,11,North,156,Indoors,Residential,Private Residence,Aggravated Assault,Closed,08
2021,14,University City,331,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,17,Independence,270,Outdoors,Residential,Apartment/Duplex Private Res,Intimidation,Closed,08
2021,12,Hickory Grove,59,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,08
2021,21,Steele Creek,94,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,08
2021,01,Central,340,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,08
2021,21,Steele Creek,116,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,08
2021,11,North,277,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,02,Metro,374,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,08
2021,06,Eastway,378,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,08
2021,27,Freedom,119,Outdoors,Residential,Private Residence,All Other Offenses,Closed,08
2021,14,University City,64,Other,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,16,Providence,392,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,08
2021,27,Freedom,387,Parking Lot,Commercial Place,Hotel/Motel,Damage/Vandalism Of Property,Open,08
2021,01,Central,341,Outdoors,Open Area,Street/Highway,Simple Assault,Open,08
2021,06,Eastway,389,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,08
2021,06,Eastway,389,Indoors,Retail,Other - Retail,Aggravated Assault,Closed,08
2021,14,University City,219,Parking Lot,Commercial Place,Hotel/Motel,Drug/Narcotic Violations,Closed,08
2021,17,Independence,134,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,17,Independence,287,Indoors,Retail,Other - Retail,Burglary/B&E,Closed,08
2021,14,University City,331,Parking Lot,Retail,Grocery Store/Supermarket,Motor Vehicle Theft,Closed,08
2021,11,North,109,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,06,Eastway,2,Indoors,Retail,Convenience Store,Shoplifting,Open,08
2021,17,Independence,270,Indoors,Retail,Department Store,Shoplifting,Open,08
2021,21,Steele Creek,142,Indoors,Retail,Department Store,Shoplifting,Closed,08
2021,11,North,72,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,Closed,08
2021,12,Hickory Grove,247,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Open,08
2021,27,Freedom,385,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,08
2021,17,Independence,245,Outdoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,11,North,49,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,26,Westover,393,Indoors,Retail,Department Store,Intimidation,Open,08
2021,14,University City,259,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,07,North Tryon,344,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,08
2021,11,North,72,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,08
2021,02,Metro,123,Outdoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,22,South,213,Indoors,Commercial Place,Hotel/Motel,Drug/Narcotic Violations,Closed,08
2021,11,North,156,Indoors,Residential,Private Residence,Intimidation,Open,08
2021,14,University City,60,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,08
2021,14,University City,66,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,08
2021,16,Providence,394,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,71,Other,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
2021,17,Independence,52,Outdoors,Retail,Convenience Store,Damage/Vandalism Of Property,Closed,08
2021,02,Metro,311,Other,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,08
2021,12,Hickory Grove,322,Indoors,Residential,Private Residence,Burglary/B&E,Open,08
2021,27,Freedom,258,Indoors,Residential,Private Residence,Missing Person,Closed,08
2021,11,North,139,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,Closed,08
2021,07,North Tryon,103,Parking Lot,Retail,Other - Retail,Drug/Narcotic Violations,Closed,08
2021,17,Independence,270,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Closed,08
2021,12,Hickory Grove,98,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,26,Westover,383,Indoors,Commercial Place,Other - Commercial Place,Shoplifting,Closed,08
2021,07,North Tryon,371,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,08
2021,11,North,376,Indoors,Residential,Private Residence,Intimidation,Open,08
2021,01,Central,384,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,16,Providence,370,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Burglary/B&E,Open,08
2021,12,Hickory Grove,167,Outdoors,Residential,Private Residence,All Other Thefts,Closed,08
2021,11,North,250,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,289,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,11,North,117,Outdoors,Residential,Private Residence,Simple Assault,Closed,08
2021,22,South,368,Outdoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,08
2021,12,Hickory Grove,220,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,11,North,237,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,21,Steele Creek,289,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Open,08
2021,27,Freedom,385,Parking Lot,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,08
2021,12,Hickory Grove,39,Indoors,Residential,Private Residence,Intimidation,Closed,08
2021,11,North,305,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,14,University City,66,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,01,Central,341,Outdoors,Open Area,Other - Open Area,Aggravated Assault,Open,08
2021,21,Steele Creek,230,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,21,Steele Creek,289,Indoors,Residential,Private Residence,Aggravated Assault,Closed,08
2021,11,North,281,Outdoors,Open Area,Other - Open Area,Damage/Vandalism Of Property,Open,08
2021,06,Eastway,378,Indoors,Residential,Private Residence,All Other Offenses,Open,08
2021,17,Independence,180,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,01,Central,342,Outdoors,Open Area,Street/Highway,Simple Assault,Closed,08
2021,21,Steele Creek,142,Outdoors,Residential,Private Residence,All Other Thefts,Open,08
2021,17,Independence,57,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Closed,08
2021,02,Metro,124,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,08
2021,02,Metro,124,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Closed,08
2021,02,Metro,123,Outdoors,Retail,Gas Station,Drug/Narcotic Violations,Closed,08
2021,26,Westover,393,Parking Lot,Retail,Department Store,Shoplifting,Open,08
2021,16,Providence,370,Indoors,Residential,Private Residence,Simple Assault,Closed,08
2021,02,Metro,6,Outdoors,Commercial Place,Hotel/Motel,All Other Thefts,Open,08
2021,01,Central,341,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,01,Central,22,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Closed,08
2021,17,Independence,52,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,08
2021,02,Metro,6,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,16,Providence,366,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,08
2021,26,Westover,306,Outdoors,Open Area,Other - Open Area,All Other Offenses,Open,08
2021,14,University City,192,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,12,Hickory Grove,229,Indoors,Residential,Private Residence,Intimidation,Open,08
2021,17,Independence,186,Indoors,Retail,Other - Retail,Shoplifting,Open,08
2021,22,South,188,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,08
2021,14,University City,192,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,08
2021,16,Providence,370,Indoors,Commercial Place,Other - Commercial Place,All Other Offenses,Open,08
2021,12,Hickory Grove,229,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,08
2021,11,North,110,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,08
2021,11,North,250,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,08
2021,11,North,125,Outdoors,Residential,Private Residence,Simple Assault,Open,08
2021,07,North Tryon,100,Outdoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,08
2021,12,Hickory Grove,50,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,08
